Review,Liked,Bert_Loss,Bert_Logits,Bert_Labels,RoBerta_Loss,RoBerta_Logits,RoBert_Labels,Albert_Loss,Albert_Logits,Albert_Labels
you can watch them preparing the delicious food!),1,"tensor(0.7189, grad_fn=<NllLossBackward>)","tensor([[0.5399, 0.4890]], grad_fn=<AddmmBackward>)",0,"tensor(0.7325, grad_fn=<NllLossBackward>)","tensor([[-0.0042, -0.0814]], grad_fn=<AddmmBackward>)",0,"tensor(0.5272, grad_fn=<NllLossBackward>)","tensor([[-0.0933,  0.2717]], grad_fn=<AddmmBackward>)",1
Both of the egg rolls were fantastic.,1,"tensor(0.4990, grad_fn=<NllLossBackward>)","tensor([[0.2783, 0.7135]], grad_fn=<AddmmBackward>)",1,"tensor(0.7486, grad_fn=<NllLossBackward>)","tensor([[-0.0124, -0.1204]], grad_fn=<AddmmBackward>)",0,"tensor(0.5480, grad_fn=<NllLossBackward>)","tensor([[-0.0787,  0.2363]], grad_fn=<AddmmBackward>)",1
"When my order arrived, one of the gyros was missing.",0,"tensor(0.9521, grad_fn=<NllLossBackward>)","tensor([[0.3041, 0.7685]], grad_fn=<AddmmBackward>)",1,"tensor(0.6337, grad_fn=<NllLossBackward>)","tensor([[-0.0087, -0.1313]], grad_fn=<AddmmBackward>)",0,"tensor(1.0442, grad_fn=<NllLossBackward>)","tensor([[-0.1336,  0.4768]], grad_fn=<AddmmBackward>)",1
"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,"tensor(0.4592, grad_fn=<NllLossBackward>)","tensor([[0.2307, 0.7705]], grad_fn=<AddmmBackward>)",1,"tensor(0.7481, grad_fn=<NllLossBackward>)","tensor([[-0.0076, -0.1147]], grad_fn=<AddmmBackward>)",0,"tensor(0.4436, grad_fn=<NllLossBackward>)","tensor([[-0.1474,  0.4354]], grad_fn=<AddmmBackward>)",1
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0,"tensor(0.9205, grad_fn=<NllLossBackward>)","tensor([[0.2672, 0.6797]], grad_fn=<AddmmBackward>)",1,"tensor(0.6395, grad_fn=<NllLossBackward>)","tensor([[-0.0114, -0.1217]], grad_fn=<AddmmBackward>)",0,"tensor(0.9690, grad_fn=<NllLossBackward>)","tensor([[-0.0707,  0.4211]], grad_fn=<AddmmBackward>)",1
The best place to go for a tasty bowl of Pho!,1,"tensor(0.6000, grad_fn=<NllLossBackward>)","tensor([[0.4305, 0.6264]], grad_fn=<AddmmBackward>)",1,"tensor(0.7420, grad_fn=<NllLossBackward>)","tensor([[ 0.0032, -0.0923]], grad_fn=<AddmmBackward>)",0,"tensor(0.4785, grad_fn=<NllLossBackward>)","tensor([[-0.2099,  0.2784]], grad_fn=<AddmmBackward>)",1
The live music on Fridays totally blows.,0,"tensor(0.9813, grad_fn=<NllLossBackward>)","tensor([[0.2347, 0.7463]], grad_fn=<AddmmBackward>)",1,"tensor(0.6431, grad_fn=<NllLossBackward>)","tensor([[-0.0220, -0.1247]], grad_fn=<AddmmBackward>)",0,"tensor(1.0451, grad_fn=<NllLossBackward>)","tensor([[-0.2851,  0.3266]], grad_fn=<AddmmBackward>)",1
I've never been more insulted or felt disrespected.,0,"tensor(1.1293, grad_fn=<NllLossBackward>)","tensor([[0.1892, 0.9280]], grad_fn=<AddmmBackward>)",1,"tensor(0.6437, grad_fn=<NllLossBackward>)","tensor([[-0.0198, -0.1212]], grad_fn=<AddmmBackward>)",0,"tensor(1.0349, grad_fn=<NllLossBackward>)","tensor([[-0.1427,  0.4533]], grad_fn=<AddmmBackward>)",1
Very friendly staff.,1,"tensor(0.4621, grad_fn=<NllLossBackward>)","tensor([[0.2208, 0.7527]], grad_fn=<AddmmBackward>)",1,"tensor(0.7511, grad_fn=<NllLossBackward>)","tensor([[-0.0041, -0.1169]], grad_fn=<AddmmBackward>)",0,"tensor(0.5617, grad_fn=<NllLossBackward>)","tensor([[-0.1277,  0.1552]], grad_fn=<AddmmBackward>)",1
It is worth the drive.,1,"tensor(0.4177, grad_fn=<NllLossBackward>)","tensor([[0.2148, 0.8717]], grad_fn=<AddmmBackward>)",1,"tensor(0.7501, grad_fn=<NllLossBackward>)","tensor([[-0.0082, -0.1190]], grad_fn=<AddmmBackward>)",0,"tensor(0.5180, grad_fn=<NllLossBackward>)","tensor([[-0.1685,  0.2192]], grad_fn=<AddmmBackward>)",1
"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,"tensor(0.4957, grad_fn=<NllLossBackward>)","tensor([[0.3194, 0.7632]], grad_fn=<AddmmBackward>)",1,"tensor(0.7438, grad_fn=<NllLossBackward>)","tensor([[-0.0279, -0.1269]], grad_fn=<AddmmBackward>)",0,"tensor(0.4674, grad_fn=<NllLossBackward>)","tensor([[-0.0884,  0.4294]], grad_fn=<AddmmBackward>)",1
Food was great and so was the serivce!,1,"tensor(0.4707, grad_fn=<NllLossBackward>)","tensor([[0.2519, 0.7609]], grad_fn=<AddmmBackward>)",1,"tensor(0.7371, grad_fn=<NllLossBackward>)","tensor([[ 0.0011, -0.0849]], grad_fn=<AddmmBackward>)",0,"tensor(0.5530, grad_fn=<NllLossBackward>)","tensor([[-0.2016,  0.1016]], grad_fn=<AddmmBackward>)",1
The warm beer didn't help.,0,"tensor(0.9827, grad_fn=<NllLossBackward>)","tensor([[0.2553, 0.7691]], grad_fn=<AddmmBackward>)",1,"tensor(0.6398, grad_fn=<NllLossBackward>)","tensor([[-0.0062, -0.1158]], grad_fn=<AddmmBackward>)",0,"tensor(0.9055, grad_fn=<NllLossBackward>)","tensor([[-0.0936,  0.2937]], grad_fn=<AddmmBackward>)",1
Great brunch spot.,1,"tensor(0.4346, grad_fn=<NllLossBackward>)","tensor([[0.2214, 0.8297]], grad_fn=<AddmmBackward>)",1,"tensor(0.7512, grad_fn=<NllLossBackward>)","tensor([[-0.0081, -0.1209]], grad_fn=<AddmmBackward>)",0,"tensor(0.5405, grad_fn=<NllLossBackward>)","tensor([[-0.1720,  0.1608]], grad_fn=<AddmmBackward>)",1
Service is friendly and inviting.,1,"tensor(0.4134, grad_fn=<NllLossBackward>)","tensor([[0.1826, 0.8521]], grad_fn=<AddmmBackward>)",1,"tensor(0.7466, grad_fn=<NllLossBackward>)","tensor([[-0.0061, -0.1103]], grad_fn=<AddmmBackward>)",0,"tensor(0.4603, grad_fn=<NllLossBackward>)","tensor([[-0.3917,  0.1453]], grad_fn=<AddmmBackward>)",1
Very good lunch spot.,1,"tensor(0.4462, grad_fn=<NllLossBackward>)","tensor([[0.2268, 0.8023]], grad_fn=<AddmmBackward>)",1,"tensor(0.7504, grad_fn=<NllLossBackward>)","tensor([[-0.0060, -0.1175]], grad_fn=<AddmmBackward>)",0,"tensor(0.5406, grad_fn=<NllLossBackward>)","tensor([[-0.1607,  0.1719]], grad_fn=<AddmmBackward>)",1
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,"tensor(1.0021, grad_fn=<NllLossBackward>)","tensor([[0.2355, 0.7801]], grad_fn=<AddmmBackward>)",1,"tensor(0.6463, grad_fn=<NllLossBackward>)","tensor([[-0.0209, -0.1168]], grad_fn=<AddmmBackward>)",0,"tensor(0.9476, grad_fn=<NllLossBackward>)","tensor([[0.0178, 0.4749]], grad_fn=<AddmmBackward>)",1
The WORST EXPERIENCE EVER.,0,"tensor(1.0203, grad_fn=<NllLossBackward>)","tensor([[0.2791, 0.8523]], grad_fn=<AddmmBackward>)",1,"tensor(0.6447, grad_fn=<NllLossBackward>)","tensor([[-0.0232, -0.1225]], grad_fn=<AddmmBackward>)",0,"tensor(0.9984, grad_fn=<NllLossBackward>)","tensor([[-0.2248,  0.3140]], grad_fn=<AddmmBackward>)",1
Must have been an off night at this place.,0,"tensor(0.8278, grad_fn=<NllLossBackward>)","tensor([[0.3835, 0.6368]], grad_fn=<AddmmBackward>)",1,"tensor(0.6402, grad_fn=<NllLossBackward>)","tensor([[-0.0091, -0.1179]], grad_fn=<AddmmBackward>)",0,"tensor(0.8909, grad_fn=<NllLossBackward>)","tensor([[-0.0996,  0.2632]], grad_fn=<AddmmBackward>)",1
"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,"tensor(0.4999, grad_fn=<NllLossBackward>)","tensor([[0.3378, 0.7708]], grad_fn=<AddmmBackward>)",1,"tensor(0.7524, grad_fn=<NllLossBackward>)","tensor([[-0.0008, -0.1160]], grad_fn=<AddmmBackward>)",0,"tensor(0.4630, grad_fn=<NllLossBackward>)","tensor([[-0.0375,  0.4921]], grad_fn=<AddmmBackward>)",1
"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,"tensor(0.9418, grad_fn=<NllLossBackward>)","tensor([[0.2299, 0.6775]], grad_fn=<AddmmBackward>)",1,"tensor(0.6455, grad_fn=<NllLossBackward>)","tensor([[-0.0142, -0.1119]], grad_fn=<AddmmBackward>)",0,"tensor(1.0195, grad_fn=<NllLossBackward>)","tensor([[-0.0578,  0.5143]], grad_fn=<AddmmBackward>)",1
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,"tensor(1.0983, grad_fn=<NllLossBackward>)","tensor([[0.1397, 0.8324]], grad_fn=<AddmmBackward>)",1,"tensor(0.6387, grad_fn=<NllLossBackward>)","tensor([[-0.0034, -0.1154]], grad_fn=<AddmmBackward>)",0,"tensor(0.9766, grad_fn=<NllLossBackward>)","tensor([[-0.0252,  0.4789]], grad_fn=<AddmmBackward>)",1
My friend loved the salmon tartar.,1,"tensor(0.4620, grad_fn=<NllLossBackward>)","tensor([[0.2671, 0.7995]], grad_fn=<AddmmBackward>)",1,"tensor(0.7521, grad_fn=<NllLossBackward>)","tensor([[-0.0033, -0.1178]], grad_fn=<AddmmBackward>)",0,"tensor(0.4748, grad_fn=<NllLossBackward>)","tensor([[-0.1323,  0.3657]], grad_fn=<AddmmBackward>)",1
Won't go back.,0,"tensor(1.1347, grad_fn=<NllLossBackward>)","tensor([[0.1628, 0.9096]], grad_fn=<AddmmBackward>)",1,"tensor(0.6455, grad_fn=<NllLossBackward>)","tensor([[-0.0127, -0.1104]], grad_fn=<AddmmBackward>)",0,"tensor(0.9516, grad_fn=<NllLossBackward>)","tensor([[-0.1406,  0.3230]], grad_fn=<AddmmBackward>)",1
Extremely Tasty!,1,"tensor(0.5297, grad_fn=<NllLossBackward>)","tensor([[0.3432, 0.7021]], grad_fn=<AddmmBackward>)",1,"tensor(0.7416, grad_fn=<NllLossBackward>)","tensor([[ 0.0065, -0.0881]], grad_fn=<AddmmBackward>)",0,"tensor(0.4688, grad_fn=<NllLossBackward>)","tensor([[-0.2640,  0.2500]], grad_fn=<AddmmBackward>)",1
Waitress was good though!,1,"tensor(0.6832, grad_fn=<NllLossBackward>)","tensor([[0.4489, 0.4689]], grad_fn=<AddmmBackward>)",1,"tensor(0.7369, grad_fn=<NllLossBackward>)","tensor([[-0.0042, -0.0899]], grad_fn=<AddmmBackward>)",0,"tensor(0.5042, grad_fn=<NllLossBackward>)","tensor([[-0.1410,  0.2811]], grad_fn=<AddmmBackward>)",1
Soggy and not good.,0,"tensor(0.9749, grad_fn=<NllLossBackward>)","tensor([[0.2793, 0.7806]], grad_fn=<AddmmBackward>)",1,"tensor(0.6398, grad_fn=<NllLossBackward>)","tensor([[ 0.0016, -0.1082]], grad_fn=<AddmmBackward>)",0,"tensor(0.9354, grad_fn=<NllLossBackward>)","tensor([[-0.2052,  0.2319]], grad_fn=<AddmmBackward>)",1
The Jamaican mojitos are delicious.,1,"tensor(0.4588, grad_fn=<NllLossBackward>)","tensor([[0.3094, 0.8503]], grad_fn=<AddmmBackward>)",1,"tensor(0.7575, grad_fn=<NllLossBackward>)","tensor([[-0.0015, -0.1264]], grad_fn=<AddmmBackward>)",0,"tensor(0.4683, grad_fn=<NllLossBackward>)","tensor([[-0.1427,  0.3727]], grad_fn=<AddmmBackward>)",1
Which are small and not worth the price.,0,"tensor(1.0574, grad_fn=<NllLossBackward>)","tensor([[0.1856, 0.8162]], grad_fn=<AddmmBackward>)",1,"tensor(0.6423, grad_fn=<NllLossBackward>)","tensor([[-0.0073, -0.1118]], grad_fn=<AddmmBackward>)",0,"tensor(0.9552, grad_fn=<NllLossBackward>)","tensor([[-0.1906,  0.2790]], grad_fn=<AddmmBackward>)",1
- the food is rich so order accordingly.,1,"tensor(0.4225, grad_fn=<NllLossBackward>)","tensor([[0.2691, 0.9120]], grad_fn=<AddmmBackward>)",1,"tensor(0.7537, grad_fn=<NllLossBackward>)","tensor([[ 0.0042, -0.1134]], grad_fn=<AddmmBackward>)",0,"tensor(0.5374, grad_fn=<NllLossBackward>)","tensor([[-0.0443,  0.2960]], grad_fn=<AddmmBackward>)",1
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,"tensor(1.0225, grad_fn=<NllLossBackward>)","tensor([[0.2371, 0.8138]], grad_fn=<AddmmBackward>)",1,"tensor(0.6529, grad_fn=<NllLossBackward>)","tensor([[-0.0063, -0.0885]], grad_fn=<AddmmBackward>)",0,"tensor(0.9038, grad_fn=<NllLossBackward>)","tensor([[-0.0424,  0.3421]], grad_fn=<AddmmBackward>)",1
The service was a bit lacking.,0,"tensor(0.7447, grad_fn=<NllLossBackward>)","tensor([[0.4225, 0.5231]], grad_fn=<AddmmBackward>)",1,"tensor(0.6447, grad_fn=<NllLossBackward>)","tensor([[-0.0120, -0.1114]], grad_fn=<AddmmBackward>)",0,"tensor(0.9075, grad_fn=<NllLossBackward>)","tensor([[-0.0934,  0.2973]], grad_fn=<AddmmBackward>)",1
"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,"tensor(0.9255, grad_fn=<NllLossBackward>)","tensor([[0.3485, 0.7693]], grad_fn=<AddmmBackward>)",1,"tensor(0.6427, grad_fn=<NllLossBackward>)","tensor([[ 0.0023, -0.1013]], grad_fn=<AddmmBackward>)",0,"tensor(1.0897, grad_fn=<NllLossBackward>)","tensor([[-0.1516,  0.5281]], grad_fn=<AddmmBackward>)",1
Hopefully this bodes for them going out of business and someone who can cook can come in.,0,"tensor(1.0073, grad_fn=<NllLossBackward>)","tensor([[0.1971, 0.7499]], grad_fn=<AddmmBackward>)",1,"tensor(0.6392, grad_fn=<NllLossBackward>)","tensor([[ 0.0020, -0.1091]], grad_fn=<AddmmBackward>)",0,"tensor(0.9519, grad_fn=<NllLossBackward>)","tensor([[-0.0959,  0.3683]], grad_fn=<AddmmBackward>)",1
"It was either too cold, not enough flavor or just bad.",0,"tensor(0.8941, grad_fn=<NllLossBackward>)","tensor([[0.2903, 0.6585]], grad_fn=<AddmmBackward>)",1,"tensor(0.6346, grad_fn=<NllLossBackward>)","tensor([[ 0.0056, -0.1151]], grad_fn=<AddmmBackward>)",0,"tensor(0.9469, grad_fn=<NllLossBackward>)","tensor([[-0.0925,  0.3634]], grad_fn=<AddmmBackward>)",1
I loved the bacon wrapped dates.,1,"tensor(0.4454, grad_fn=<NllLossBackward>)","tensor([[0.2381, 0.8160]], grad_fn=<AddmmBackward>)",1,"tensor(0.7531, grad_fn=<NllLossBackward>)","tensor([[-0.0023, -0.1189]], grad_fn=<AddmmBackward>)",0,"tensor(0.4988, grad_fn=<NllLossBackward>)","tensor([[-0.1467,  0.2893]], grad_fn=<AddmmBackward>)",1
This is an unbelievable BARGAIN!,1,"tensor(0.4770, grad_fn=<NllLossBackward>)","tensor([[0.2499, 0.7422]], grad_fn=<AddmmBackward>)",1,"tensor(0.7391, grad_fn=<NllLossBackward>)","tensor([[-0.0034, -0.0932]], grad_fn=<AddmmBackward>)",0,"tensor(0.5275, grad_fn=<NllLossBackward>)","tensor([[-0.2859,  0.0784]], grad_fn=<AddmmBackward>)",1
The folks at Otto always make us feel so welcome and special.,1,"tensor(0.4037, grad_fn=<NllLossBackward>)","tensor([[0.1263, 0.8248]], grad_fn=<AddmmBackward>)",1,"tensor(0.7514, grad_fn=<NllLossBackward>)","tensor([[-0.0046, -0.1179]], grad_fn=<AddmmBackward>)",0,"tensor(0.4814, grad_fn=<NllLossBackward>)","tensor([[-0.0879,  0.3927]], grad_fn=<AddmmBackward>)",1
"As for the ""mains,"" also uninspired.",0,"tensor(0.9747, grad_fn=<NllLossBackward>)","tensor([[0.3167, 0.8176]], grad_fn=<AddmmBackward>)",1,"tensor(0.6398, grad_fn=<NllLossBackward>)","tensor([[-0.0017, -0.1115]], grad_fn=<AddmmBackward>)",0,"tensor(1.0275, grad_fn=<NllLossBackward>)","tensor([[-0.2161,  0.3685]], grad_fn=<AddmmBackward>)",1
This is the place where I first had pho and it was amazing!!,1,"tensor(0.5126, grad_fn=<NllLossBackward>)","tensor([[0.2216, 0.6226]], grad_fn=<AddmmBackward>)",1,"tensor(0.7375, grad_fn=<NllLossBackward>)","tensor([[-0.0033, -0.0900]], grad_fn=<AddmmBackward>)",0,"tensor(0.5346, grad_fn=<NllLossBackward>)","tensor([[-0.0259,  0.3211]], grad_fn=<AddmmBackward>)",1
This wonderful experience made this place a must-stop whenever we are in town again.,1,"tensor(0.5235, grad_fn=<NllLossBackward>)","tensor([[0.3231, 0.6971]], grad_fn=<AddmmBackward>)",1,"tensor(0.7546, grad_fn=<NllLossBackward>)","tensor([[-0.0017, -0.1210]], grad_fn=<AddmmBackward>)",0,"tensor(0.4767, grad_fn=<NllLossBackward>)","tensor([[-0.1454,  0.3475]], grad_fn=<AddmmBackward>)",1
"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,"tensor(1.0616, grad_fn=<NllLossBackward>)","tensor([[0.2214, 0.8585]], grad_fn=<AddmmBackward>)",1,"tensor(0.6479, grad_fn=<NllLossBackward>)","tensor([[-0.0149, -0.1075]], grad_fn=<AddmmBackward>)",0,"tensor(1.0161, grad_fn=<NllLossBackward>)","tensor([[-0.1382,  0.4284]], grad_fn=<AddmmBackward>)",1
Very very fun chef.,1,"tensor(0.4463, grad_fn=<NllLossBackward>)","tensor([[0.2670, 0.8423]], grad_fn=<AddmmBackward>)",1,"tensor(0.7447, grad_fn=<NllLossBackward>)","tensor([[-0.0097, -0.1104]], grad_fn=<AddmmBackward>)",0,"tensor(0.5015, grad_fn=<NllLossBackward>)","tensor([[-0.1586,  0.2705]], grad_fn=<AddmmBackward>)",1
"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0,"tensor(1.0158, grad_fn=<NllLossBackward>)","tensor([[0.1608, 0.7269]], grad_fn=<AddmmBackward>)",1,"tensor(0.6435, grad_fn=<NllLossBackward>)","tensor([[-0.0169, -0.1188]], grad_fn=<AddmmBackward>)",0,"tensor(0.9322, grad_fn=<NllLossBackward>)","tensor([[-0.0595,  0.3724]], grad_fn=<AddmmBackward>)",1
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,"tensor(0.4631, grad_fn=<NllLossBackward>)","tensor([[0.1886, 0.7181]], grad_fn=<AddmmBackward>)",1,"tensor(0.7489, grad_fn=<NllLossBackward>)","tensor([[ 0.0139, -0.0947]], grad_fn=<AddmmBackward>)",0,"tensor(0.4979, grad_fn=<NllLossBackward>)","tensor([[-0.0303,  0.4076]], grad_fn=<AddmmBackward>)",1
"If it were possible to give them zero stars, they'd have it.",0,"tensor(0.8867, grad_fn=<NllLossBackward>)","tensor([[0.4565, 0.8121]], grad_fn=<AddmmBackward>)",1,"tensor(0.6441, grad_fn=<NllLossBackward>)","tensor([[-0.0139, -0.1145]], grad_fn=<AddmmBackward>)",0,"tensor(0.9893, grad_fn=<NllLossBackward>)","tensor([[-0.1588,  0.3656]], grad_fn=<AddmmBackward>)",1
"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0,"tensor(0.9596, grad_fn=<NllLossBackward>)","tensor([[0.1699, 0.6466]], grad_fn=<AddmmBackward>)",1,"tensor(0.6324, grad_fn=<NllLossBackward>)","tensor([[ 0.0092, -0.1162]], grad_fn=<AddmmBackward>)",0,"tensor(1.0189, grad_fn=<NllLossBackward>)","tensor([[-0.1009,  0.4701]], grad_fn=<AddmmBackward>)",1
"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1,"tensor(0.4409, grad_fn=<NllLossBackward>)","tensor([[0.1504, 0.7407]], grad_fn=<AddmmBackward>)",1,"tensor(0.7371, grad_fn=<NllLossBackward>)","tensor([[-0.0033, -0.0894]], grad_fn=<AddmmBackward>)",0,"tensor(0.4519, grad_fn=<NllLossBackward>)","tensor([[-0.0444,  0.5154]], grad_fn=<AddmmBackward>)",1
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0,"tensor(0.9940, grad_fn=<NllLossBackward>)","tensor([[0.2035, 0.7354]], grad_fn=<AddmmBackward>)",1,"tensor(0.6389, grad_fn=<NllLossBackward>)","tensor([[ 0.0057, -0.1058]], grad_fn=<AddmmBackward>)",0,"tensor(0.9695, grad_fn=<NllLossBackward>)","tensor([[-0.0447,  0.4481]], grad_fn=<AddmmBackward>)",1
"Everyone is very attentive, providing excellent customer service.",1,"tensor(0.4362, grad_fn=<NllLossBackward>)","tensor([[0.1979, 0.8015]], grad_fn=<AddmmBackward>)",1,"tensor(0.7470, grad_fn=<NllLossBackward>)","tensor([[-0.0037, -0.1086]], grad_fn=<AddmmBackward>)",0,"tensor(0.4563, grad_fn=<NllLossBackward>)","tensor([[-0.3756,  0.1720]], grad_fn=<AddmmBackward>)",1
Horrible - don't waste your time and money.,0,"tensor(0.9563, grad_fn=<NllLossBackward>)","tensor([[0.2636, 0.7349]], grad_fn=<AddmmBackward>)",1,"tensor(0.6382, grad_fn=<NllLossBackward>)","tensor([[-0.0070, -0.1201]], grad_fn=<AddmmBackward>)",0,"tensor(0.9011, grad_fn=<NllLossBackward>)","tensor([[-0.0633,  0.3167]], grad_fn=<AddmmBackward>)",1
Now this dish was quite flavourful.,1,"tensor(0.4861, grad_fn=<NllLossBackward>)","tensor([[0.3182, 0.7866]], grad_fn=<AddmmBackward>)",1,"tensor(0.7531, grad_fn=<NllLossBackward>)","tensor([[ 0.0013, -0.1152]], grad_fn=<AddmmBackward>)",0,"tensor(0.5280, grad_fn=<NllLossBackward>)","tensor([[-0.1852,  0.1780]], grad_fn=<AddmmBackward>)",1
By this time our side of the restaurant was almost empty so there was no excuse.,0,"tensor(1.0479, grad_fn=<NllLossBackward>)","tensor([[0.1953, 0.8114]], grad_fn=<AddmmBackward>)",1,"tensor(0.6396, grad_fn=<NllLossBackward>)","tensor([[-0.0057, -0.1159]], grad_fn=<AddmmBackward>)",0,"tensor(0.9268, grad_fn=<NllLossBackward>)","tensor([[-0.0382,  0.3847]], grad_fn=<AddmmBackward>)",1
"(It wasn't busy either) Also, the building was FREEZING cold.",0,"tensor(0.9196, grad_fn=<NllLossBackward>)","tensor([[0.2625, 0.6734]], grad_fn=<AddmmBackward>)",1,"tensor(0.6463, grad_fn=<NllLossBackward>)","tensor([[-0.0168, -0.1127]], grad_fn=<AddmmBackward>)",0,"tensor(0.9339, grad_fn=<NllLossBackward>)","tensor([[-0.0090,  0.4257]], grad_fn=<AddmmBackward>)",1
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,"tensor(0.9927, grad_fn=<NllLossBackward>)","tensor([[0.1856, 0.7153]], grad_fn=<AddmmBackward>)",1,"tensor(0.6490, grad_fn=<NllLossBackward>)","tensor([[-0.0027, -0.0929]], grad_fn=<AddmmBackward>)",0,"tensor(1.0317, grad_fn=<NllLossBackward>)","tensor([[-0.1321,  0.4589]], grad_fn=<AddmmBackward>)",1
-Drinks took close to 30 minutes to come out at one point.,0,"tensor(0.8193, grad_fn=<NllLossBackward>)","tensor([[0.3224, 0.5606]], grad_fn=<AddmmBackward>)",1,"tensor(0.6402, grad_fn=<NllLossBackward>)","tensor([[-0.0053, -0.1141]], grad_fn=<AddmmBackward>)",0,"tensor(1.0978, grad_fn=<NllLossBackward>)","tensor([[-0.5432,  0.1487]], grad_fn=<AddmmBackward>)",1
"Seriously flavorful delights, folks.",1,"tensor(0.4845, grad_fn=<NllLossBackward>)","tensor([[0.3249, 0.7976]], grad_fn=<AddmmBackward>)",1,"tensor(0.7429, grad_fn=<NllLossBackward>)","tensor([[-0.0197, -0.1169]], grad_fn=<AddmmBackward>)",0,"tensor(0.4549, grad_fn=<NllLossBackward>)","tensor([[-0.3054,  0.2462]], grad_fn=<AddmmBackward>)",1
