Review,Liked,Bert_Loss,Bert_Logits,RoBerta_Loss,RoBerta_Logits
We enjoy their pizza and brunch.,1,"tensor(0.6823, grad_fn=<NllLossBackward>)","tensor([[0.0701, 0.0920]], grad_fn=<AddmmBackward>)","tensor(0.7302, grad_fn=<NllLossBackward>)","tensor([[0.0933, 0.0205]], grad_fn=<AddmmBackward>)"
The steaks are all well trimmed and also perfectly cooked.,1,"tensor(0.6764, grad_fn=<NllLossBackward>)","tensor([[0.0988, 0.1325]], grad_fn=<AddmmBackward>)","tensor(0.7219, grad_fn=<NllLossBackward>)","tensor([[0.0752, 0.0185]], grad_fn=<AddmmBackward>)"
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,"tensor(0.6235, grad_fn=<NllLossBackward>)","tensor([[-0.0411,  0.1033]], grad_fn=<AddmmBackward>)","tensor(0.7245, grad_fn=<NllLossBackward>)","tensor([[0.0876, 0.0257]], grad_fn=<AddmmBackward>)"
I LOVED it!,1,"tensor(0.6007, grad_fn=<NllLossBackward>)","tensor([[-0.0770,  0.1174]], grad_fn=<AddmmBackward>)","tensor(0.7070, grad_fn=<NllLossBackward>)","tensor([[0.0719, 0.0444]], grad_fn=<AddmmBackward>)"
We asked for the bill to leave without eating and they didn't bring that either.,0,"tensor(0.6468, grad_fn=<NllLossBackward>)","tensor([[0.0313, 0.1262]], grad_fn=<AddmmBackward>)","tensor(0.7220, grad_fn=<NllLossBackward>)","tensor([[0.0884, 0.0315]], grad_fn=<AddmmBackward>)"
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,"tensor(0.7205, grad_fn=<NllLossBackward>)","tensor([[0.0671, 0.0132]], grad_fn=<AddmmBackward>)","tensor(0.7356, grad_fn=<NllLossBackward>)","tensor([[0.0882, 0.0051]], grad_fn=<AddmmBackward>)"
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,"tensor(0.7032, grad_fn=<NllLossBackward>)","tensor([[0.1103, 0.0903]], grad_fn=<AddmmBackward>)","tensor(0.7238, grad_fn=<NllLossBackward>)","tensor([[0.0803, 0.0199]], grad_fn=<AddmmBackward>)"
The selection of food was not the best.,0,"tensor(0.6137, grad_fn=<NllLossBackward>)","tensor([[0.0108, 0.1765]], grad_fn=<AddmmBackward>)","tensor(0.7181, grad_fn=<NllLossBackward>)","tensor([[0.0750, 0.0256]], grad_fn=<AddmmBackward>)"
Delicious and I will absolutely be back!,1,"tensor(0.6435, grad_fn=<NllLossBackward>)","tensor([[-0.0163,  0.0856]], grad_fn=<AddmmBackward>)","tensor(0.7033, grad_fn=<NllLossBackward>)","tensor([[0.0662, 0.0461]], grad_fn=<AddmmBackward>)"
"This isn't a small family restaurant, this is a fine dining establishment.",1,"tensor(0.7390, grad_fn=<NllLossBackward>)","tensor([[ 0.0836, -0.0062]], grad_fn=<AddmmBackward>)","tensor(0.7233, grad_fn=<NllLossBackward>)","tensor([[0.0783, 0.0188]], grad_fn=<AddmmBackward>)"
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,"tensor(0.6924, grad_fn=<NllLossBackward>)","tensor([[0.1305, 0.1320]], grad_fn=<AddmmBackward>)","tensor(0.7227, grad_fn=<NllLossBackward>)","tensor([[0.0738, 0.0156]], grad_fn=<AddmmBackward>)"
I dont think I will be back for a very long time.,0,"tensor(0.7458, grad_fn=<NllLossBackward>)","tensor([[0.1143, 0.0117]], grad_fn=<AddmmBackward>)","tensor(0.7353, grad_fn=<NllLossBackward>)","tensor([[0.1044, 0.0218]], grad_fn=<AddmmBackward>)"
"It was attached to a gas station, and that is rarely a good sign.",0,"tensor(0.5957, grad_fn=<NllLossBackward>)","tensor([[0.0234, 0.2289]], grad_fn=<AddmmBackward>)","tensor(0.7235, grad_fn=<NllLossBackward>)","tensor([[0.0848, 0.0250]], grad_fn=<AddmmBackward>)"
How awesome is that.,1,"tensor(0.6962, grad_fn=<NllLossBackward>)","tensor([[-0.0027, -0.0088]], grad_fn=<AddmmBackward>)","tensor(0.7284, grad_fn=<NllLossBackward>)","tensor([[0.0944, 0.0251]], grad_fn=<AddmmBackward>)"
I will be back many times soon.,1,"tensor(0.6672, grad_fn=<NllLossBackward>)","tensor([[0.0124, 0.0650]], grad_fn=<AddmmBackward>)","tensor(0.7248, grad_fn=<NllLossBackward>)","tensor([[0.0899, 0.0276]], grad_fn=<AddmmBackward>)"
The menu had so much good stuff on it i could not decide!,1,"tensor(0.6728, grad_fn=<NllLossBackward>)","tensor([[0.0065, 0.0475]], grad_fn=<AddmmBackward>)","tensor(0.7087, grad_fn=<NllLossBackward>)","tensor([[0.0787, 0.0478]], grad_fn=<AddmmBackward>)"
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,"tensor(0.7163, grad_fn=<NllLossBackward>)","tensor([[0.0817, 0.0360]], grad_fn=<AddmmBackward>)","tensor(0.7273, grad_fn=<NllLossBackward>)","tensor([[0.0871, 0.0199]], grad_fn=<AddmmBackward>)"
CONCLUSION: Very filling meals.,1,"tensor(0.6164, grad_fn=<NllLossBackward>)","tensor([[-0.0108,  0.1490]], grad_fn=<AddmmBackward>)","tensor(0.7228, grad_fn=<NllLossBackward>)","tensor([[0.0815, 0.0230]], grad_fn=<AddmmBackward>)"
Their daily specials are always a hit with my group.,1,"tensor(0.6621, grad_fn=<NllLossBackward>)","tensor([[0.0511, 0.1142]], grad_fn=<AddmmBackward>)","tensor(0.7307, grad_fn=<NllLossBackward>)","tensor([[0.0987, 0.0249]], grad_fn=<AddmmBackward>)"
And then tragedy struck.,0,"tensor(0.7087, grad_fn=<NllLossBackward>)","tensor([[0.0658, 0.0350]], grad_fn=<AddmmBackward>)","tensor(0.7270, grad_fn=<NllLossBackward>)","tensor([[0.0884, 0.0218]], grad_fn=<AddmmBackward>)"
The pancake was also really good and pretty large at that.,1,"tensor(0.6479, grad_fn=<NllLossBackward>)","tensor([[0.0013, 0.0938]], grad_fn=<AddmmBackward>)","tensor(0.7253, grad_fn=<NllLossBackward>)","tensor([[0.0806, 0.0174]], grad_fn=<AddmmBackward>)"
"This was my first crawfish experience, and it was delicious!",1,"tensor(0.6940, grad_fn=<NllLossBackward>)","tensor([[0.0975, 0.0959]], grad_fn=<AddmmBackward>)","tensor(0.7130, grad_fn=<NllLossBackward>)","tensor([[0.0763, 0.0370]], grad_fn=<AddmmBackward>)"
Their monster chicken fried steak and eggs is my all time favorite.,1,"tensor(0.6553, grad_fn=<NllLossBackward>)","tensor([[0.0494, 0.1265]], grad_fn=<AddmmBackward>)","tensor(0.7370, grad_fn=<NllLossBackward>)","tensor([[0.0988, 0.0130]], grad_fn=<AddmmBackward>)"
Waitress was sweet and funny.,1,"tensor(0.7221, grad_fn=<NllLossBackward>)","tensor([[0.1203, 0.0633]], grad_fn=<AddmmBackward>)","tensor(0.7239, grad_fn=<NllLossBackward>)","tensor([[0.0916, 0.0310]], grad_fn=<AddmmBackward>)"
